Name,Position,Projection,Team
Devin Singletary,RB,5.4,NYG
Jonathon Brooks,RB,5.1,CAR
Kenneth Gainwell,RB,4.7,PHI
Jaleel McLaughlin,RB,4.3,DEN
Raheem Mostert,RB,4.2,MIA
Samaje Perine,RB,4.1,KC
Antonio Gibson,RB,3.7,NE
Dylan Laube,RB,3.7,LV
Ezekiel Elliott,RB,3.7,DAL
Blake Corum,RB,3.7,LAR
Emanuel Wilson,RB,3.6,GB
Chris Brooks,RB,3.4,GB
Jeremy McNichols,RB,3.2,WAS
Emari Demercado,RB,2.7,ARI
Julius Chestnut,RB,2.5,TEN
JaMycal Hasty,RB,2.5,NE
Jordan Mason,RB,2.1,SF
Sean Tucker,RB,2.1,TB
Dameon Pierce,RB,2.1,HOU
Dare Ogunbowale,RB,2.0,HOU
Carson Steele,RB,1.9,KC
Cordarrelle Patterson,RB,1.9,PIT
Trey Sermon,RB,1.6,IND
Kyle Juszczyk,RB,1.8,SF
Tyler Goodson,RB,1.6,IND
Keaton Mitchell,RB,1.5,BAL
Hassan Haskins,RB,1.3,LAC
Pierre Strong Jr.,RB,1.2,CLE
Sincere McCormick,RB,1.1,LV
Isaac Guerendo,RB,1.2,SF
Hunter Luepke,RB,1.1,DAL
Ty Chandler,RB,1.0,MIN
Patrick Ricard,RB,0.7,BAL
C.J. Ham,RB,0.5,MIN
Craig Reynolds,RB,0.4,DET
Will Shipley,RB,0.4,PHI
Alec Ingold,RB,0.4,MIA
Michael Burton,RB,0.3,DEN
Eric Gray,RB,0.2,NYG
Raheem Blackshear,RB,0.2,CAR
Sione Vaki,RB,0.2,DET
Travis Homer,RB,0.2,CHI
Kenny McIntosh,RB,0.2,SEA
Dalvin Cook,RB,0.0,DAL
Ronnie Rivers,RB,0.1,LAR
Tyreik McAllister,RB,0.0,LV
DeeJay Dallas,RB,0.0,ARI
Alexander Mattison,RB,0.0,LV
Terrell Jennings,RB,0.0,NE
J.J. Taylor,RB,0.0,HOU
Zamir White,RB,0.0,LV
Blake Watson,RB,0.0,DEN
Joshua Kelley,RB,0.0,TEN
D'Onta Foreman,RB,0.0,CLE
Kimani Vidal,RB,0.0,LAC
Chris Rodriguez Jr.,RB,0.0,FA
Rasheen Ali,RB,0.0,BAL
Amon-Ra St. Brown,WR,18.5,DET
A.J. Brown,WR,18.3,PHI
Justin Jefferson,WR,17.3,MIN
Puka Nacua,WR,16.5,LAR
Nico Collins,WR,16.3,HOU
Cooper Kupp,WR,16.0,LAR
Tyreek Hill,WR,15.7,MIA
CeeDee Lamb,WR,15.6,DAL
DK Metcalf,WR,15.5,SEA
Terry McLaurin,WR,14.9,WAS
Malik Nabers,WR,15.1,NYG
Jaxon Smith-Njigba,WR,14.7,SEA
Ladd McConkey,WR,14.9,LAC
Zay Flowers,WR,14.2,BAL
Courtland Sutton,WR,14.1,DEN
Mike Evans,WR,13.5,TB
George Pickens,WR,13.5,PIT
Marvin Harrison Jr.,WR,12.6,ARI
Josh Downs,WR,12.4,IND
Calvin Ridley,WR,12.2,TEN
Jayden Reed,WR,12.1,GB
Jauan Jennings,WR,12.1,SF
Jakobi Meyers,WR,12.1,LV
Quentin Johnston,WR,11.5,LAC
Deebo Samuel Sr.,WR,11.5,SF
Jameson Williams,WR,11.3,DET
Tank Dell,WR,11.2,HOU
DJ Moore,WR,11.1,CHI
DeAndre Hopkins,WR,11.1,KC
Rome Odunze,WR,10.8,CHI
Cedric Tillman,WR,10.6,CLE
Michael Pittman Jr.,WR,10.5,IND
Jaylen Waddle,WR,10.5,MIA
Romeo Doubs,WR,10.2,GB
Jerry Jeudy,WR,10.3,CLE
Christian Watson,WR,10.2,GB
Keenan Allen,WR,10.1,CHI
Wan'Dale Robinson,WR,10.1,NYG
DeMario Douglas,WR,9.9,NE
Xavier Worthy,WR,9.8,KC
Jordan Addison,WR,9.6,MIN
Tyler Lockett,WR,9.5,SEA
Xavier Legette,WR,9.4,CAR
Elijah Moore,WR,9.3,CLE
Rashod Bateman,WR,8.9,BAL
Noah Brown,WR,8.8,WAS
Joshua Palmer,WR,8.4,LAC
Nick Westbrook-Ikhine,WR,8.3,TEN
Devaughn Vele,WR,8.1,DEN
Kayshon Boutte,WR,8.1,NE
Alec Pierce,WR,8.1,IND
Michael Wilson,WR,8.1,ARI
Adam Thielen,WR,7.6,CAR
Jalen McMillan,WR,7.5,TB
Darius Slayton,WR,7.4,NYG
Demarcus Robinson,WR,7.3,LAR
Ricky Pearsall,WR,7.4,SF
Tre Tucker,WR,6.6,LV
Kendrick Bourne,WR,6.4,NE
Jalen Tolbert,WR,6.3,DAL
Lil'Jordan Humphrey,WR,5.9,DEN
Dontayvion Wicks,WR,5.9,GB
Marvin Mims Jr.,WR,5.9,DEN
John Metchie III,WR,5.8,HOU
Troy Franklin,WR,5.6,DEN
Calvin Austin III,WR,5.7,PIT
Adonai Mitchell,WR,5.4,IND
Justin Watson,WR,4.9,KC
JuJu Smith-Schuster,WR,4.8,KC
Mike Williams,WR,4.7,PIT
Jalen Nailor,WR,4.5,MIN
Diontae Johnson,WR,4.4,BAL
Sterling Shepard,WR,4.3,TB
Jahan Dotson,WR,4.2,PHI
Tyler Boyd,WR,4.3,TEN
Odell Beckham Jr.,WR,4.1,MIA
Tim Patrick,WR,4.1,DET
KaVontae Turpin,WR,3.9,DAL
Malik Washington,WR,3.6,MIA
Olamide Zaccheaus,WR,3.8,WAS
David Moore,WR,3.6,CAR
Nelson Agholor,WR,3.4,BAL
Kalif Raymond,WR,3.3,DET
Ja'Lynn Polk,WR,3.2,NE
DJ Turner,WR,3.2,LV
Luke McCaffrey,WR,3.2,WAS
Greg Dortch,WR,3.2,ARI
Van Jefferson,WR,3.1,PIT
Tutu Atwell,WR,3.0,LAR
Mecole Hardman Jr.,WR,2.9,KC
Dyami Brown,WR,2.7,WAS
Robert Woods,WR,2.7,HOU
Xavier Hutchinson,WR,2.7,HOU
Jalen Reagor,WR,2.6,LAC
Ryan Flournoy,WR,2.6,DAL
Rakim Jarrett,WR,2.5,TB
Tyler Johnson,WR,2.5,LAR
Tylan Wallace,WR,2.4,BAL
Jonathan Mingo,WR,2.4,DAL
Trey Palmer,WR,2.4,TB
Zay Jones,WR,2.0,ARI
Bo Melton,WR,2.2,GB
Jake Bobo,WR,1.9,SEA
Jalen Brooks,WR,1.9,DAL
Johnny Wilson,WR,1.9,PHI
Ashton Dulin,WR,1.6,IND
Ryan Miller,WR,1.5,TB
Jalin Hyatt,WR,1.4,NYG
Derius Davis,WR,1.4,LAC
Ainias Smith,WR,1.3,PHI
Trent Sherfield Sr.,WR,1.1,MIN
Brandon Powell,WR,0.9,MIN
Bryce Oliver,WR,0.9,TEN
Jha'Quan Jackson,WR,0.8,TEN
Britain Covey,WR,0.6,PHI
River Cracraft,WR,0.7,MIA
Deven Thompkins,WR,0.5,CAR
DeAndre Carter,WR,0.5,CHI
Ramel Keyton,WR,0.6,LV
Allen Robinson II,WR,0.5,DET
Ben Skowronek,WR,0.3,PIT
Malik Heath,WR,0.4,GB
Javon Baker,WR,0.3,NE
Laviska Shenault Jr.,WR,0.3,SEA
Jamari Thrash,WR,0.3,CLE
Chris Conley,WR,0.1,SF
Jordan Whittington,WR,0.1,LAR
Cody White,WR,0.0,SEA
Terrace Marshall Jr.,WR,0.0,LV
DJ Chark Jr.,WR,0.0,LAC
Zach Pascal,WR,0.0,ARI
Kadarius Toney,WR,0.0,CLE
Ihmir Smith-Marsette,WR,0.0,NYG
Jaelon Darden,WR,0.0,CLE
Justin Shorter,WR,0.0,LV
Ronnie Bell,WR,0.0,SF
Dan Chisena,WR,0.0,CAR
Xavier Smith,WR,0.0,LAR
Travis Kelce,TE,15.1,KC
Brock Bowers,TE,14.6,LV
Trey McBride,TE,13.0,ARI
Cade Otton,TE,11.9,TB
Dallas Goedert,TE,11.2,PHI
David Njoku,TE,11.0,CLE
George Kittle,TE,11.0,SF
Will Dissly,TE,10.9,LAC
Hunter Henry,TE,10.3,NE
Jonnu Smith,TE,10.2,MIA
T.J. Hockenson,TE,10.2,MIN
Sam LaPorta,TE,10.1,DET
Zach Ertz,TE,9.4,WAS
Tucker Kraft,TE,8.6,GB
Mark Andrews,TE,8.5,BAL
Cole Kmet,TE,8.2,CHI
Dalton Schultz,TE,7.5,HOU
Ja'Tavion Sanders,TE,7.1,CAR
Pat Freiermuth,TE,6.7,PIT
Isaiah Likely,TE,6.5,BAL
Theo Johnson,TE,6.4,NYG
Luke Schoonmaker,TE,6.2,DAL
Chig Okonkwo,TE,5.4,TEN
Noah Gray,TE,5.0,KC
Davis Allen,TE,4.8,LAR
Austin Hooper,TE,4.7,NE
AJ Barner,TE,4.4,SEA
Adam Trautman,TE,4.0,DEN
Darnell Washington,TE,3.6,PIT
Lucas Krull,TE,3.6,DEN
Noah Fant,TE,3.5,SEA
Brock Wright,TE,3.5,DET
Michael Mayer,TE,3.4,LV
Brevyn Spann-Ford,TE,3.4,DAL
Josh Whyle,TE,3.3,TEN
Kylen Granson,TE,3.0,IND
Eric Saubert,TE,3.0,SF
Cade Stover,TE,2.9,HOU
Tommy Tremble,TE,2.8,CAR
Jordan Akins,TE,2.6,CLE
Johnny Mundt,TE,2.4,MIN
Colby Parkinson,TE,2.4,LAR
Mo Alie-Cox,TE,2.2,IND
Elijah Higgins,TE,2.0,ARI
Grant Calcaterra,TE,1.7,PHI
Julian Hill,TE,1.7,MIA
Nate Adkins,TE,1.6,DEN
Tucker Fisk,TE,1.6,LAC
Nick Vannett,TE,1.6,TEN
Durham Smythe,TE,1.4,MIA
Charlie Kolar,TE,1.3,BAL
Drew Ogletree,TE,1.2,IND
Ben Sims,TE,1.2,GB
John Bates,TE,1.2,WAS
Stone Smartt,TE,1.1,LAC
Gerald Everett,TE,1.1,CHI
Ben Sinnott,TE,1.1,WAS
Daniel Bellinger,TE,1.0,NYG
Hunter Long,TE,0.7,LAR
Tip Reiman,TE,0.6,ARI
Peyton Hendershot,TE,0.6,KC
Pharaoh Brown,TE,0.5,SEA
Payne Durham,TE,0.5,TB
Shane Zylstra,TE,0.5,DET
Connor Heyward,TE,0.5,PIT
MyCole Pruitt,TE,0.4,PIT
C.J. Uzomah,TE,0.4,PHI
Chris Manhertz,TE,0.1,NYG
Hayden Hurst,TE,0.0,LAC
Teagan Quitoriano,TE,0.0,HOU
Nick Muse,TE,0.0,MIN
Harrison Bryant,TE,0.0,LV
Jaheim Bell,TE,0.0,NE
Blake Whiteheart,TE,0.0,CLE
John FitzPatrick,TE,0.0,GB
Marcedes Lewis,TE,0.0,CHI
Jake Tonges,TE,0.0,SF
Ko Kieft,TE,0.0,TB
Princeton Fant,TE,0.0,DAL
Jordan Franks,TE,0.0,FA
Tyler Mabry,TE,0.0,SEA
Houston Texans,DF,9.0,HOU
Pittsburgh Steelers,DF,8.0,PIT
Denver Broncos,DF,8.5,DEN
Kansas City Chiefs,DF,7.7,KC
Minnesota Vikings,DF,7.5,MIN
Tampa Bay Buccaneers,DF,7.4,TB
Washington Commanders,DF,7.3,WAS
Detroit Lions,DF,7.0,DET
Miami Dolphins,DF,6.8,MIA
Chicago Bears,DF,6.6,CHI
Philadelphia Eagles,DF,6.5,PHI
Green Bay Packers,DF,6.5,GB
Cleveland Browns,DF,6.0,CLE
Arizona Cardinals,DF,5.9,ARI
San Francisco 49ers,DF,5.9,SF
Tennessee Titans,DF,5.8,TEN
New York Giants,DF,5.8,NYG
Seattle Seahawks,DF,5.6,SEA
Baltimore Ravens,DF,5.5,BAL
Los Angeles Chargers,DF,5.5,LAC
Los Angeles Rams,DF,5.3,LAR
Las Vegas Raiders,DF,5.3,LV
New England Patriots,DF,5.0,NE
Dallas Cowboys,DF,5.0,DAL
Indianapolis Colts,DF,4.9,IND
Carolina Panthers,DF,4.9,CAR
