Name,Position,Projection,Team
Chris Brooks,RB,3.8,GB
Patrick Taylor Jr.,RB,3.1,SF
Travis Homer,RB,3.0,CHI
Emanuel Wilson,RB,3.0,GB
Ty Johnson,RB,2.9,BUF
Emari Demercado,RB,2.9,ARI
Samaje Perine,RB,2.8,KC
Sean Tucker,RB,2.6,TB
Cordarrelle Patterson,RB,2.4,PIT
Ezekiel Elliott,RB,2.6,DAL
Khalil Herbert,RB,2.5,CIN
Jamaal Williams,RB,2.4,NO
Hassan Haskins,RB,2.1,LAC
Kyle Juszczyk,RB,1.9,SF
Will Shipley,RB,1.9,PHI
Kenny McIntosh,RB,1.4,SEA
Hunter Luepke,RB,1.3,DAL
Eric Gray,RB,1.5,NYG
Ty Chandler,RB,1.0,MIN
Pierre Strong Jr.,RB,0.9,CLE
Israel Abanikanda,RB,0.9,SF
Alec Ingold,RB,0.8,MIA
Carson Steele,RB,0.7,KC
Julius Chestnut,RB,0.5,TEN
Craig Reynolds,RB,0.3,DET
Dylan Laube,RB,0.3,LV
C.J. Ham,RB,0.3,MIN
Keilan Robinson,RB,0.3,JAC
Kene Nwangwu,RB,0.3,NYJ
Jeff Wilson Jr.,RB,0.1,MIA
Adam Prentice,RB,0.3,NO
Raheem Blackshear,RB,0.2,CAR
Sione Vaki,RB,0.2,DET
Darrynton Evans,RB,0.1,CHI
Ronnie Rivers,RB,0.1,LAR
George Holani,RB,0.0,SEA
Jaret Patterson,RB,0.0,LAC
Trayveon Williams,RB,0.0,CIN
Demetric Felton Jr.,RB,0.0,CHI
Roschon Johnson,RB,0.0,CHI
Deuce Vaughn,RB,0.0,DAL
DeeJay Dallas,RB,0.0,ARI
Ke'Shawn Vaughn,RB,0.0,SF
Reggie Gilliam,RB,0.0,BUF
Avery Williams,RB,0.0,ATL
Ja'Marr Chase,WR,16.2,CIN
Justin Jefferson,WR,15.1,MIN
Amon-Ra St. Brown,WR,14.7,DET
Puka Nacua,WR,14.6,LAR
A.J. Brown,WR,14.2,PHI
Mike Evans,WR,13.4,TB
Tee Higgins,WR,13.2,CIN
Cooper Kupp,WR,13.1,LAR
Drake London,WR,13.0,ATL
CeeDee Lamb,WR,12.8,DAL
Tyreek Hill,WR,12.5,MIA
Calvin Ridley,WR,12.3,TEN
Jaxon Smith-Njigba,WR,12.2,SEA
Jakobi Meyers,WR,12.0,LV
Davante Adams,WR,11.9,NYJ
DK Metcalf,WR,11.9,SEA
Jayden Reed,WR,11.7,GB
Malik Nabers,WR,11.8,NYG
Jerry Jeudy,WR,11.1,CLE
Ladd McConkey,WR,11.2,LAC
Garrett Wilson,WR,10.8,NYJ
DJ Moore,WR,10.8,CHI
Brian Thomas Jr.,WR,10.8,JAC
Marvin Harrison Jr.,WR,10.8,ARI
Jauan Jennings,WR,10.6,SF
Khalil Shakir,WR,10.3,BUF
Deebo Samuel Sr.,WR,10.3,SF
Keenan Allen,WR,9.9,CHI
Jameson Williams,WR,10.0,DET
Darnell Mooney,WR,9.8,ATL
DeVonta Smith,WR,9.8,PHI
Jordan Addison,WR,9.7,MIN
DeAndre Hopkins,WR,9.3,KC
Christian Watson,WR,9.4,GB
Jaylen Waddle,WR,9.3,MIA
Elijah Moore,WR,9.2,CLE
Amari Cooper,WR,8.8,BUF
Nick Westbrook-Ikhine,WR,8.7,TEN
Rome Odunze,WR,8.5,CHI
Marquez Valdes-Scantling,WR,8.4,NO
Adam Thielen,WR,8.5,CAR
Xavier Worthy,WR,8.3,KC
Dontayvion Wicks,WR,8.1,GB
Xavier Legette,WR,7.9,CAR
Quentin Johnston,WR,7.8,LAC
Tre Tucker,WR,7.6,LV
Wan'Dale Robinson,WR,6.9,NYG
Michael Wilson,WR,7.1,ARI
Parker Washington,WR,6.9,JAC
Ray-Ray McCloud III,WR,6.8,ATL
Calvin Austin III,WR,6.1,PIT
Joshua Palmer,WR,6.8,LAC
Demarcus Robinson,WR,6.5,LAR
David Moore,WR,6.5,CAR
Sterling Shepard,WR,6.4,TB
Tyler Lockett,WR,6.4,SEA
Brandin Cooks,WR,6.3,DAL
Darius Slayton,WR,6.3,NYG
Jalen Tolbert,WR,6.0,DAL
Jalen McMillan,WR,5.9,TB
Keon Coleman,WR,5.9,BUF
Tim Patrick,WR,5.4,DET
Ricky Pearsall,WR,5.4,SF
Tyler Boyd,WR,5.3,TEN
Jalen Nailor,WR,5.2,MIN
Andrei Iosivas,WR,4.9,CIN
Van Jefferson,WR,4.0,PIT
KaVontae Turpin,WR,4.4,DAL
Kevin Austin Jr.,WR,4.3,NO
Malik Washington,WR,3.9,MIA
JuJu Smith-Schuster,WR,3.6,KC
Mack Hollins,WR,3.5,BUF
Tutu Atwell,WR,3.5,LAR
Allen Lazard,WR,3.3,NYJ
Curtis Samuel,WR,3.3,BUF
Cedrick Wilson Jr.,WR,3.1,NO
Justin Watson,WR,3.2,KC
Devin Duvernay,WR,3.1,JAC
Mike Williams,WR,2.8,PIT
Odell Beckham Jr.,WR,2.9,MIA
Jahan Dotson,WR,2.8,PHI
Bo Melton,WR,2.6,GB
Greg Dortch,WR,2.6,ARI
Michael Woods II,WR,2.5,CLE
Jalen Reagor,WR,2.4,LAC
Jalin Hyatt,WR,2.3,NYG
Jermaine Burton,WR,2.1,CIN
Derius Davis,WR,2.1,LAC
Zay Jones,WR,1.8,ARI
Terrace Marshall Jr.,WR,1.6,LV
Tyler Johnson,WR,1.8,LAR
Jonathan Mingo,WR,1.8,DAL
Jalen Brooks,WR,1.5,DAL
Trey Palmer,WR,1.6,TB
Ben Skowronek,WR,1.5,PIT
Rakim Jarrett,WR,1.4,TB
Jake Bobo,WR,1.2,SEA
Malik Heath,WR,1.3,GB
Xavier Gipson,WR,1.2,NYJ
DJ Chark Jr.,WR,1.0,LAC
Brandon Powell,WR,0.9,MIN
Trent Sherfield Sr.,WR,0.9,MIN
Kadarius Toney,WR,0.8,CLE
Johnny Wilson,WR,0.7,PHI
Jordan Whittington,WR,0.8,LAR
Deven Thompkins,WR,0.7,CAR
KhaDarel Hodge,WR,0.7,ATL
Ramel Keyton,WR,0.6,LV
Tim Jones,WR,0.7,JAC
DeAndre Carter,WR,0.6,CHI
Allen Robinson II,WR,0.7,DET
Ryan Miller,WR,0.5,TB
Jalen Coker,WR,0.7,CAR
Kristian Wilkerson,WR,0.4,LV
Cody White,WR,0.4,SEA
Ainias Smith,WR,0.4,PHI
Nikko Remigio,WR,0.3,KC
Scotty Miller,WR,0.0,PIT
Chris Conley,WR,0.3,SF
Collin Johnson,WR,0.2,CHI
Bryce Oliver,WR,0.2,TEN
Joshua Cephus,WR,0.2,JAC
Kendric Pryor,WR,0.2,CIN
Dan Chisena,WR,0.1,CAR
Jermaine Jackson,WR,0.1,NO
James Proche II,WR,0.1,CLE
Jacob Cowing,WR,0.0,SF
Zach Pascal,WR,0.0,ARI
Isaiah Williams,WR,0.0,CIN
Charlie Jones,WR,0.0,CIN
Laviska Shenault Jr.,WR,0.0,LAC
Elijah Cooks,WR,0.0,JAC
Ryan Flournoy,WR,0.0,DAL
Parris Campbell,WR,0.0,PHI
Bryce Ford-Wheaton,WR,0.0,NYG
Ihmir Smith-Marsette,WR,0.0,NYG
Maurice Alexander,WR,0.0,DET
Jaelon Darden,WR,0.0,SEA
Mason Kinsey,WR,0.0,TEN
Xavier Smith,WR,0.0,LAR
Irvin Charles,WR,0.0,NYJ
Alex Bachman,WR,0.0,LV
Jalen Virgil,WR,0.0,BUF
Brock Bowers,TE,13.2,LV
Trey McBride,TE,11.4,ARI
Travis Kelce,TE,11.2,KC
George Kittle,TE,11.2,SF
Jonnu Smith,TE,10.0,MIA
David Njoku,TE,9.9,CLE
T.J. Hockenson,TE,9.0,MIN
Cade Otton,TE,8.8,TB
Sam LaPorta,TE,8.5,DET
Evan Engram,TE,8.0,JAC
Tucker Kraft,TE,7.9,GB
Will Dissly,TE,7.8,LAC
Jake Ferguson,TE,7.5,DAL
Pat Freiermuth,TE,6.5,PIT
Juwan Johnson,TE,6.4,NO
Kyle Pitts,TE,6.4,ATL
Cole Kmet,TE,6.2,CHI
Noah Gray,TE,5.9,KC
Mike Gesicki,TE,5.2,CIN
Grant Calcaterra,TE,5.2,PHI
Dawson Knox,TE,5.0,BUF
Chig Okonkwo,TE,5.0,TEN
Noah Fant,TE,4.8,SEA
Tyler Conklin,TE,4.7,NYJ
Foster Moreau,TE,4.3,NO
Ja'Tavion Sanders,TE,4.1,CAR
Tommy Tremble,TE,4.2,CAR
Darnell Washington,TE,3.5,PIT
Daniel Bellinger,TE,3.6,NYG
Luke Schoonmaker,TE,3.1,DAL
Colby Parkinson,TE,3.1,LAR
AJ Barner,TE,3.0,SEA
Jordan Akins,TE,2.9,CLE
Josh Oliver,TE,2.8,MIN
Michael Mayer,TE,2.9,LV
Tanner Hudson,TE,2.8,CIN
Elijah Higgins,TE,2.6,ARI
Brenton Strange,TE,2.4,JAC
Dalton Kincaid,TE,2.7,BUF
Davis Allen,TE,1.9,LAR
Josh Whyle,TE,1.9,TEN
Drew Sample,TE,1.9,CIN
Jeremy Ruckert,TE,1.8,NYJ
Brock Wright,TE,1.8,DET
Tucker Fisk,TE,1.7,LAC
MyCole Pruitt,TE,1.7,PIT
Julian Hill,TE,1.6,MIA
Johnny Mundt,TE,1.6,MIN
Chris Manhertz,TE,1.6,NYG
Nick Vannett,TE,1.6,TEN
Hunter Long,TE,1.5,LAR
C.J. Uzomah,TE,1.4,PHI
Durham Smythe,TE,1.4,MIA
Stone Smartt,TE,1.1,LAC
Luke Farrell,TE,1.1,JAC
Charlie Woerner,TE,1.0,ATL
Ben Sims,TE,0.9,GB
Greg Dulcich,TE,0.7,NYG
Pharaoh Brown,TE,0.9,SEA
Quintin Morris,TE,0.7,BUF
Brevyn Spann-Ford,TE,0.8,DAL
Eric Saubert,TE,0.7,SF
Tip Reiman,TE,0.6,ARI
Payne Durham,TE,0.6,TB
Blake Whiteheart,TE,0.3,CLE
Dallin Holker,TE,0.2,NO
Kenny Yeboah,TE,0.2,NYJ
Harrison Bryant,TE,0.0,LV
Cam Grandy,TE,0.1,CIN
Shane Zylstra,TE,0.0,DET
John FitzPatrick,TE,0.0,GB
Ross Dwelley,TE,0.0,ATL
Gerald Everett,TE,0.0,CHI
Marcedes Lewis,TE,0.0,CHI
E.J. Jenkins,TE,0.0,PHI
Connor Heyward,TE,0.0,PIT
Baylor Cupp,TE,0.0,KC
Zach Davidson,TE,0.0,BUF
Ko Kieft,TE,0.0,TB
Jordan Franks,TE,0.0,FA
Anthony Firkser,TE,0.0,KC
Jake Tonges,TE,0.0,SF
Josiah Deguara,TE,0.0,JAC
Brady Russell,TE,0.0,SEA
Princeton Fant,TE,0.0,DAL
Brayden Willis,TE,0.0,SF
Pittsburgh Steelers,DF,8.1,PIT
Philadelphia Eagles,DF,7.7,PHI
Minnesota Vikings,DF,7.5,MIN
New Orleans Saints,DF,7.2,NO
Tampa Bay Buccaneers,DF,7.1,TB
Tennessee Titans,DF,7.0,TEN
San Francisco 49ers,DF,7.0,SF
Buffalo Bills,DF,6.9,BUF
Miami Dolphins,DF,6.4,MIA
Arizona Cardinals,DF,6.7,ARI
Kansas City Chiefs,DF,6.2,KC
Jacksonville Jaguars,DF,6.1,JAC
Detroit Lions,DF,6.1,DET
Los Angeles Chargers,DF,5.9,LAC
Seattle Seahawks,DF,5.9,SEA
Cincinnati Bengals,DF,5.7,CIN
New York Jets,DF,5.7,NYJ
Cleveland Browns,DF,5.6,CLE
New York Giants,DF,5.6,NYG
Chicago Bears,DF,5.5,CHI
Dallas Cowboys,DF,5.3,DAL
Green Bay Packers,DF,5.3,GB
Atlanta Falcons,DF,5.3,ATL
Las Vegas Raiders,DF,5.0,LV
Los Angeles Rams,DF,4.7,LAR
Carolina Panthers,DF,4.7,CAR
